CVE-ID,Summary,Provided Nodes,Provided cpe,Inferred cpe,Inferred Product Name,Inferred Nodes,Inferred Nodes Confidence,LLM generated condition string
CVE-2024-28238,"Directus is a real-time API and App dashboard for managing SQL database content. When reaching the /files page, a JWT is passed via GET request. Inclusion of session tokens in URLs poses a security risk as URLs are often logged in various places (e.g., web server logs, browser history). Attackers gaining access to these logs may hijack active user sessions, leading to unauthorized access to sensitive information or actions on behalf of the user. This issue has been addressed in version 10.10.0. Users are advised to upgrade. There are no known workarounds for this vulnerability.",[],[],"[[""cpe:2.3:a:directum:directum:*:*:*:*:*:*:*:*""]]",Directus,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '10.10.0', 'cpe23Uri': 'cpe:2.3:a:directum:directum:*:*:*:*:*:*:*:*'}]}]",medium,version < 10.10.0
CVE-2024-28236,"Vela is a Pipeline Automation (CI/CD) framework built on Linux container technology written in Golang. Vela pipelines can use variable substitution combined with insensitive fields like `parameters`, `image` and `entrypoint` to inject secrets into a plugin/image and — by using common substitution string manipulation — can bypass log masking and expose secrets without the use of the commands block. This unexpected behavior primarily impacts secrets restricted by the ""no commands"" option. This can lead to unintended use of the secret value, and increased risk of exposing the secret during image execution bypassing log masking. **To exploit this** the pipeline author must be supplying the secrets to a plugin that is designed in such a way that will print those parameters in logs. Plugin parameters are not designed for sensitive values and are often intentionally printed throughout execution for informational/debugging purposes. Parameters should therefore be treated as insensitive. While Vela provides secrets masking, secrets exposure is not entirely solved by the masking process. A docker image (plugin) can easily expose secrets if they are not handled properly, or altered in some way. There is a responsibility on the end-user to understand how values injected into a plugin are used. This is a risk that exists for many CICD systems (like GitHub Actions) that handle sensitive runtime variables. Rather, the greater risk is that users who restrict a secret to the ""no commands"" option and use image restriction can still have their secret value exposed via substitution tinkering, which turns the image and command restrictions into a false sense of security. This issue has been addressed in version 0.23.2. Users are advised to upgrade. Users unable to upgrade should not provide sensitive values to plugins that can potentially expose them, especially in `parameters` that are not intended to be used for sensitive values, ensure plugins (especially those that utilize shared secrets) follow best practices to avoid logging parameters that are expected to be sensitive, minimize secrets with `pull_request` events enabled, as this allows users to change pipeline configurations and pull in secrets to steps not typically part of the CI process, make use of the build approval setting, restricting builds from untrusted users, and limit use of shared secrets, as they are less restrictive to access by nature.",[],[],"[[""cpe:2.3:a:go-vela:vela:*:*:*:*:*:*:*:*""]]",Vela,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '0.23.2', 'cpe23Uri': 'cpe:2.3:a:go-vela:vela:*:*:*:*:*:*:*:*'}]}]",medium,version < 0.23.2
CVE-2024-27305,"aiosmtpd is a reimplementation of the Python stdlib smtpd.py based on asyncio. aiosmtpd is vulnerable to inbound SMTP smuggling. SMTP smuggling is a novel vulnerability based on not so novel interpretation differences of the SMTP protocol. By exploiting SMTP smuggling, an attacker may send smuggle/spoof e-mails with fake sender addresses, allowing advanced phishing attacks. This issue is also existed in other SMTP software like Postfix. With the right SMTP server constellation, an attacker can send spoofed e-mails to inbound/receiving aiosmtpd instances. This issue has been addressed in version 1.4.5. Users are advised to upgrade. There are no known workarounds for this vulnerability.",[],[],"[[""cpe:2.3:a:aiosmtpd_project:aiosmtpd:*:*:*:*:*:*:*:*""]]",aiosmtpd,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '1.4.5', 'cpe23Uri': 'cpe:2.3:a:aiosmtpd_project:aiosmtpd:*:*:*:*:*:*:*:*'}]}]",none,version < 1.4.5
CVE-2024-24097,Cross Site Scripting (XSS) vulnerability in Code-projects Scholars Tracking System 1.0 allows attackers to run arbitrary code via the News Feed.,[],[],"[[""cpe:2.3:a:code-projects:scholars_tracking_system:*:*:*:*:*:*:*:*""]]",Code-projects Scholars Tracking System,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:code-projects:scholars_tracking_system:*:*:*:*:*:*:*:*'}]}]",none,version <= 1.0
CVE-2024-24093,SQL Injection vulnerability in Code-projects Scholars Tracking System 1.0 allows attackers to run arbitrary code via Personal Information Update information.,[],[],"[[""cpe:2.3:a:code-projects:scholars_tracking_system:*:*:*:*:*:*:*:*""]]",Code-projects Scholars Tracking System,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:code-projects:scholars_tracking_system:*:*:*:*:*:*:*:*'}]}]",none,Personal Information Update information contains SQL injection vulnerability
CVE-2024-24092,SQL Injection vulnerability in Code-projects.org Scholars Tracking System 1.0 allows attackers to run arbitrary code via login.php.,[],[],"[[""cpe:2.3:a:code-projects.org:scholars_tracking_system:1.0:*:*:*:*:*:*:*""]]",Code-projects.org Scholars Tracking System 1.0,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:code-projects.org:scholars_tracking_system:1.0:*:*:*:*:*:*:*'}]}]",none,login.php contains SQL Injection vulnerability
CVE-2024-23300,A use-after-free issue was addressed with improved memory management. This issue is fixed in GarageBand 10.4.11. Processing a maliciously crafted file may lead to unexpected app termination or arbitrary code execution.,[],[],"[[""cpe:2.3:a:apple:garageband:*:*:*:*:*:*:*:*""]]",GarageBand,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '10.4.11', 'cpe23Uri': 'cpe:2.3:a:apple:garageband:*:*:*:*:*:*:*:*'}]}]",high,version < 10.4.11
CVE-2023-43292,"Cross Site Scripting vulnerability in My Food Recipe Using PHP with Source Code v.1.0 allows a local attacker to execute arbitrary code via a crafted payload to the Recipe Name, Procedure, and ingredients parameters.",[],[],"[[""cpe:2.3:a:my_food_recipe_using_php_with_source_code:my_food_recipe_using_php_with_source_code:1.0:*:*:*:*:*:*:*""]]",My Food Recipe Using PHP with Source Code v.1.0,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:my_food_recipe_using_php_with_source_code:my_food_recipe_using_php_with_source_code:1.0:*:*:*:*:*:*:*'}]}]",none,(Recipe Name contains crafted payload) OR (Procedure contains crafted payload) OR (ingredients contains crafted payload)
CVE-2023-42308,"Cross Site Scripting (XSS) vulnerability in Manage Fastrack Subjects in Code-Projects Exam Form Submission 1.0 allows attackers to run arbitrary code via the ""Subject Name"" and ""Subject Code"" Section.",[],[],"[[""cpe:2.3:a:code-projects:exam_form_submission:1.0:*:*:*:*:*:*:*""]]",Code-Projects Exam Form Submission 1.0,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:code-projects:exam_form_submission:1.0:*:*:*:*:*:*:*'}]}]",none,Subject Name || Subject Code
CVE-2023-42307,"Cross Site Scripting (XSS) vulnerability in Code-Projects Exam Form Submission 1.0 allows attackers to run arbitrary code via ""Subject Name"" and ""Subject Code"" section.",[],[],"[[""cpe:2.3:a:code-projects:exam_form_submission:1.0:*:*:*:*:*:*:*""]]",Code-Projects Exam Form Submission 1.0,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:code-projects:exam_form_submission:1.0:*:*:*:*:*:*:*'}]}]",none,Subject Name || Subject Code
CVE-2024-2130,"The CWW Companion plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Module2 widget in all versions up to, and including, 1.2.7 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",[],[],"[[""cpe:2.3:a:cww:companion_plugin_for_wordpress:*:*:*:*:*:wordpress:*:*""]]",CWW Companion plugin for WordPress,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:cww:companion_plugin_for_wordpress:*:*:*:*:*:wordpress:*:*'}]}]",none,version <= 1.2.7
CVE-2024-2031,"The Video Conferencing with Zoom plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'zoom_recordings_by_meeting' shortcode in all versions up to, and including, 4.4.4 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",[],[],"[[""cpe:2.3:a:zoom:zoom_plugin_for_wordpress:*:*:*:*:*:wordpress:*:*""]]",Video Conferencing with Zoom plugin for WordPress,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:zoom:zoom_plugin_for_wordpress:*:*:*:*:*:wordpress:*:*'}]}]",none,version <= 4.4.4
CVE-2024-28186,"FreeScout is an open source help desk and shared inbox built with PHP.

A vulnerability has been identified in the Free Scout Application, which exposes SMTP server credentials used by an organization in the application to users of the application. This issue arises from the application storing complete stack traces of exceptions in its database. The sensitive information is then inadvertently disclosed to users via the `/conversation/ajax-html/send_log?folder_id=&thread_id={id}` endpoint. The stack trace reveals value of parameters, including the username and password, passed to the `Swift_Transport_Esmtp_Auth_LoginAuthenticator->authenticate()` function. Exploiting this vulnerability allows an attacker to gain unauthorized access to SMTP server credentials. With this sensitive information in hand, the attacker can potentially send unauthorized emails from the compromised SMTP server, posing a severe threat to the confidentiality and integrity of email communications. This could lead to targeted attacks on both the application users and the organization itself, compromising the security of email exchange servers. This issue has been addressed in version 1.8.124. Users are advised to upgrade. Users unable to upgrade should adopt the following measures: 1. Avoid Storing Complete Stack Traces, 2. Implement redaction mechanisms to filter and exclude sensitive information, and 3. Review and enhance the application's logging practices.",[],[],"[[""cpe:2.3:a:freesco:freesco:*:*:*:*:*:*:*:*""]]",FreeScout,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '1.8.124', 'cpe23Uri': 'cpe:2.3:a:freesco:freesco:*:*:*:*:*:*:*:*'}]}]",medium,version < 1.8.124
CVE-2024-28121,"stimulus_reflex is a system to extend the capabilities of both Rails and Stimulus by intercepting user interactions and passing them to Rails over real-time websockets. In affected versions more methods than expected can be called on reflex instances. Being able to call some of them has security implications. To invoke a reflex a websocket message of the following shape is sent: `\""target\"":\""[class_name]#[method_name]\"",\""args\"":[]`. The server will proceed to instantiate `reflex` using the provided `class_name` as long as it extends `StimulusReflex::Reflex`. It then attempts to call `method_name` on the instance with the provided arguments. This is problematic as `reflex.method method_name` can be more methods that those explicitly specified by the developer in their reflex class. A good example is the instance_variable_set method. This vulnerability has been patched in versions 3.4.2 and 3.5.0.rc4. Users unable to upgrade should: see the backing GHSA advisory for mitigation advice.",[],[],"[[""cpe:2.3:a:stimulus_reflex:stimulus_reflex:*:*:*:*:*:*:*:*""]]",stimulus_reflex,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '3.4.2', 'cpe23Uri': 'cpe:2.3:a:stimulus_reflex:stimulus_reflex:*:*:*:*:*:*:*:*'}]}]",none,version < 3.4.2 || version < 3.5.0.rc4
CVE-2024-28114,"Peering Manager is a BGP session management tool. There is a Server Side Template Injection vulnerability that leads to Remote Code Execution in Peering Manager <=1.8.2. As a result arbitrary commands can be executed on the operating system that is running Peering Manager. This issue has been addressed in version 1.8.3. Users are advised to upgrade. There are no known workarounds for this vulnerability.
",[],[],"[[""cpe:2.3:a:peering_manager:peering_manager:*:*:*:*:*:*:*:*""]]",Peering Manager,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:peering_manager:peering_manager:*:*:*:*:*:*:*:*'}]}]",none,version <= 1.8.2
CVE-2024-28113,"Peering Manager is a BGP session management tool. In Peering Manager <=1.8.2, it is possible to redirect users to an arbitrary page using a crafted url. As a result users can be redirected to an unexpected location. This issue has been addressed in version 1.8.3. Users are advised to upgrade. There are no known workarounds for this vulnerability.",[],[],"[[""cpe:2.3:a:peering_manager:peering_manager:*:*:*:*:*:*:*:*""]]",Peering Manager,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:peering_manager:peering_manager:*:*:*:*:*:*:*:*'}]}]",none,version <= 1.8.2
CVE-2024-28112,"Peering Manager is a BGP session management tool. Affected versions of Peering Manager are subject to a potential stored Cross-Site Scripting (XSS) attack in the `name` attribute of AS or Platform. The XSS triggers on a routers detail page. Adversaries are able to execute arbitrary JavaScript code with the permission of a victim. XSS attacks are often used to steal credentials or login tokens of other users. This issue has been addressed in version 1.8.3. Users are advised to upgrade. There are no known workarounds for this vulnerability.
",[],[],"[[""cpe:2.3:a:peering_manager:peering_manager:*:*:*:*:*:*:*:*""]]",Peering Manager,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '1.8.3', 'cpe23Uri': 'cpe:2.3:a:peering_manager:peering_manager:*:*:*:*:*:*:*:*'}]}]",none,version < 1.8.3
CVE-2023-5410,"A potential security vulnerability has been reported in the system BIOS of certain HP PC products, which might allow memory tampering. HP is releasing mitigation for the potential vulnerability.",[],[],"[[""cpe:/h:hp:pc""]]",HP PC products,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:/h:hp:pc'}]}]",none,memory tampering
CVE-2023-30968,"One of Gotham Gaia services was found to be vulnerable to a stored cross-site scripting (XSS) vulnerability that could have allowed an attacker to bypass CSP and get a persistent cross site scripting payload on the stack.
",[],[],"[[""cpe:2.3:a:gotham_gaia:gotham_gaia:*:*:*:*:*:*:*:*""]]",Gotham Gaia,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:gotham_gaia:gotham_gaia:*:*:*:*:*:*:*:*'}]}]",none,Gotham Gaia is vulnerable to stored XSS
CVE-2024-28098,"The vulnerability allows authenticated users with only produce or consume permissions to modify topic-level policies, such as retention, TTL, and offloading settings. These management operations should be restricted to users with the tenant admin role or super user role.

This issue affects Apache Pulsar versions from 2.7.1 to 2.10.5, from 2.11.0 to 2.11.3, from 3.0.0 to 3.0.2, from 3.1.0 to 3.1.2, and 3.2.0. 

2.10 Apache Pulsar users should upgrade to at least 2.10.6.
2.11 Apache Pulsar users should upgrade to at least 2.11.4.
3.0 Apache Pulsar users should upgrade to at least 3.0.3.
3.1 Apache Pulsar users should upgrade to at least 3.1.3.
3.2 Apache Pulsar users should upgrade to at least 3.2.1.

Users operating versions prior to those listed above should upgrade to the aforementioned patched versions or newer versions.
",[],[],"[[""cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*""]]",Apache Pulsar,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'cpe23Uri': 'cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*'}]}]",high,(version >= 2.7.1 && version <= 2.10.5) || (version >= 2.11.0 && version <= 2.11.3) || (version >= 3.0.0 && version <= 3.0.2) || (version >= 3.1.0 && version <= 3.1.2) || (version == 3.2.0)
CVE-2024-27894,"The Pulsar Functions Worker includes a capability that permits authenticated users to create functions where the function's implementation is referenced by a URL. The supported URL schemes include ""file"", ""http"", and ""https"". When a function is created using this method, the Functions Worker will retrieve the implementation from the URL provided by the user. However, this feature introduces a vulnerability that can be exploited by an attacker to gain unauthorized access to any file that the Pulsar Functions Worker process has permissions to read. This includes reading the process environment which potentially includes sensitive information, such as secrets. Furthermore, an attacker could leverage this vulnerability to use the Pulsar Functions Worker as a proxy to access the content of remote HTTP and HTTPS endpoint URLs. This could also be used to carry out denial of service attacks.
This vulnerability also applies to the Pulsar Broker when it is configured with ""functionsWorkerEnabled=true"".

This issue affects Apache Pulsar versions from 2.4.0 to 2.10.5, from 2.11.0 to 2.11.3, from 3.0.0 to 3.0.2, from 3.1.0 to 3.1.2, and 3.2.0. 

2.10 Pulsar Function Worker users should upgrade to at least 2.10.6.
2.11 Pulsar Function Worker users should upgrade to at least 2.11.4.
3.0 Pulsar Function Worker users should upgrade to at least 3.0.3.
3.1 Pulsar Function Worker users should upgrade to at least 3.1.3.
3.2 Pulsar Function Worker users should upgrade to at least 3.2.1.

Users operating versions prior to those listed above should upgrade to the aforementioned patched versions or newer versions.

The updated versions of Pulsar Functions Worker will, by default, impose restrictions on the creation of functions using URLs. For users who rely on this functionality, the Function Worker configuration provides two configuration keys: ""additionalEnabledConnectorUrlPatterns"" and ""additionalEnabledFunctionsUrlPatterns"". These keys allow users to specify a set of URL patterns that are permitted, enabling the creation of functions using URLs that match the defined patterns. This approach ensures that the feature remains available to those who require it, while limiting the potential for unauthorized access and exploitation.",[],[],"[[""cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*""]]",Apache Pulsar,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'cpe23Uri': 'cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*'}]}]",high,(version >= 2.4.0 && version <= 2.10.5) || (version >= 2.11.0 && version <= 2.11.3) || (version >= 3.0.0 && version <= 3.0.2) || (version >= 3.1.0 && version <= 3.1.2) || (version == 3.2.0)
CVE-2024-27317,"In Pulsar Functions Worker, authenticated users can upload functions in jar or nar files. These files, essentially zip files, are extracted by the Functions Worker. However, if a malicious file is uploaded, it could exploit a directory traversal vulnerability. This occurs when the filenames in the zip files, which aren't properly validated, contain special elements like "".."", altering the directory path. This could allow an attacker to create or modify files outside of the designated extraction directory, potentially influencing system behavior. This vulnerability also applies to the Pulsar Broker when it is configured with ""functionsWorkerEnabled=true"".

This issue affects Apache Pulsar versions from 2.4.0 to 2.10.5, from 2.11.0 to 2.11.3, from 3.0.0 to 3.0.2, from 3.1.0 to 3.1.2, and 3.2.0. 

2.10 Pulsar Function Worker users should upgrade to at least 2.10.6.
2.11 Pulsar Function Worker users should upgrade to at least 2.11.4.
3.0 Pulsar Function Worker users should upgrade to at least 3.0.3.
3.1 Pulsar Function Worker users should upgrade to at least 3.1.3.
3.2 Pulsar Function Worker users should upgrade to at least 3.2.1.

Users operating versions prior to those listed above should upgrade to the aforementioned patched versions or newer versions.",[],[],"[[""cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*""]]",Apache Pulsar,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'cpe23Uri': 'cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*'}]}]",high,(version >= 2.4.0 && version <= 2.10.5) || (version >= 2.11.0 && version <= 2.11.3) || (version >= 3.0.0 && version <= 3.0.2) || (version >= 3.1.0 && version <= 3.1.2) || (version == 3.2.0)
CVE-2024-27135,"Improper input validation in the Pulsar Function Worker allows a malicious authenticated user to execute arbitrary Java code on the Pulsar Function worker, outside of the sandboxes designated for running user-provided functions. This vulnerability also applies to the Pulsar Broker when it is configured with ""functionsWorkerEnabled=true"".

This issue affects Apache Pulsar versions from 2.4.0 to 2.10.5, from 2.11.0 to 2.11.3, from 3.0.0 to 3.0.2, from 3.1.0 to 3.1.2, and 3.2.0. 

2.10 Pulsar Function Worker users should upgrade to at least 2.10.6.
2.11 Pulsar Function Worker users should upgrade to at least 2.11.4.
3.0 Pulsar Function Worker users should upgrade to at least 3.0.3.
3.1 Pulsar Function Worker users should upgrade to at least 3.1.3.
3.2 Pulsar Function Worker users should upgrade to at least 3.2.1.

Users operating versions prior to those listed above should upgrade to the aforementioned patched versions or newer versions.
",[],[],"[[""cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*""]]",Apache Pulsar,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'cpe23Uri': 'cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*'}]}]",high,(version >= 2.4.0 && version <= 2.10.5) || (version >= 2.11.0 && version <= 2.11.3) || (version >= 3.0.0 && version <= 3.0.2) || (version >= 3.1.0 && version <= 3.1.2) || (version == 3.2.0)
CVE-2022-34321,"Improper Authentication vulnerability in Apache Pulsar Proxy allows an attacker to connect to the /proxy-stats endpoint without authentication. The vulnerable endpoint exposes detailed statistics about live connections, along with the capability to modify the logging level of proxied connections without requiring proper authentication credentials.

This issue affects Apache Pulsar versions from 2.6.0 to 2.10.5, from 2.11.0 to 2.11.2, from 3.0.0 to 3.0.1, and 3.1.0.

The known risks include exposing sensitive information such as connected client IP and unauthorized logging level manipulation which could lead to a denial-of-service condition by significantly increasing the proxy's logging overhead. When deployed via the Apache Pulsar Helm chart within Kubernetes environments, the actual client IP might not be revealed through the load balancer's default behavior, which typically obscures the original source IP addresses when externalTrafficPolicy is being configured to ""Cluster"" by default. The /proxy-stats endpoint contains topic level statistics, however, in the default configuration, the topic level statistics aren't known to be exposed.

2.10 Pulsar Proxy users should upgrade to at least 2.10.6.
2.11 Pulsar Proxy users should upgrade to at least 2.11.3.
3.0 Pulsar Proxy users should upgrade to at least 3.0.2.
3.1 Pulsar Proxy users should upgrade to at least 3.1.1.

Users operating versions prior to those listed above should upgrade to the aforementioned patched versions or newer versions. Additionally, it's imperative to recognize that the Apache Pulsar Proxy is not intended for direct exposure to the internet. The architectural design of Pulsar Proxy assumes that it will operate within a secured network environment, safeguarded by appropriate perimeter defenses.",[],[],"[[""cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*""]]",Apache Pulsar Proxy,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '2.10.6', 'cpe23Uri': 'cpe:2.3:a:apache:pulsar:*:*:*:*:*:*:*:*'}]}]",medium,version < 2.10.6 || (version >= 2.10.0 && version <= 2.10.5) || (version >= 2.11.0 && version <= 2.11.2) || (version >= 3.0.0 && version <= 3.0.1) || version == 3.1.0
CVE-2024-1765,"Cloudflare Quiche (through version 0.19.1/0.20.0) was affected by an unlimited resource allocation vulnerability causing rapid increase of memory usage of the system running quiche server or client.
A remote attacker could take advantage of this vulnerability by repeatedly sending an unlimited number of 1-RTT CRYPTO frames after previously completing the QUIC handshake.
Exploitation was possible for the duration of the connection which could be extended by the attacker. 
quiche 0.19.2 and 0.20.1 are the earliest versions containing the fix for this issue.

",[],[],"[[""cpe:2.3:a:quiche:quiche:*:*:*:*:*:*:*:*""]]",quiche,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '0.19.2', 'cpe23Uri': 'cpe:2.3:a:quiche:quiche:*:*:*:*:*:*:*:*'}]}]",none,version < 0.19.2 || version < 0.20.1
CVE-2024-1410,"Cloudflare quiche was discovered to be vulnerable to unbounded storage of information related to connection ID retirement, which could lead to excessive resource consumption. Each QUIC connection possesses a set of connection Identifiers (IDs); see  RFC 9000 Section 5.1 https://datatracker.ietf.org/doc/html/rfc9000#section-5.1 . Endpoints declare the number of active connection IDs they are willing to support using the active_connection_id_limit transport parameter. The peer can create new IDs using a NEW_CONNECTION_ID frame but must stay within the active ID limit. This is done by retirement of old IDs, the endpoint sends NEW_CONNECTION_ID includes a value in the retire_prior_to field, which elicits a RETIRE_CONNECTION_ID frame as confirmation. An unauthenticated remote attacker can exploit the vulnerability by sending NEW_CONNECTION_ID frames and manipulating the connection (e.g. by restricting the peer's congestion window size) so that RETIRE_CONNECTION_ID frames can only be sent at a slower rate than they are received, leading to storage of information related to connection IDs in an unbounded queue. Quiche versions 0.19.2 and 0.20.1 are the earliest to address this problem. There is no workaround for affected versions.
",[],[],"[[""cpe:2.3:a:cloudflare:quiche:*:*:*:*:*:*:*:*""]]",Cloudflare quiche,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '0.19.2', 'cpe23Uri': 'cpe:2.3:a:cloudflare:quiche:*:*:*:*:*:*:*:*'}]}]",high,version < 0.19.2 || version < 0.20.1
CVE-2024-1138,"The FTL Server component of TIBCO Software Inc.'s TIBCO FTL - Enterprise Edition contains a vulnerability that allows a low privileged attacker with network access to execute a privilege escalation on the affected ftlserver. Affected releases are TIBCO Software Inc.'s TIBCO FTL - Enterprise Edition: versions 6.10.1 and below.

",[],[],"[[""cpe:2.3:a:tibco:ftl_enterprise_edition:*:*:*:*:*:*:*:*""]]",TIBCO FTL - Enterprise Edition,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:tibco:ftl_enterprise_edition:*:*:*:*:*:*:*:*'}]}]",none,version <= 6.10.1
CVE-2024-1137,"The Proxy and Client components of TIBCO Software Inc.'s TIBCO ActiveSpaces - Enterprise Edition contain a vulnerability that theoretically allows an Active Spaces client to passively observe data traffic to other clients. Affected releases are TIBCO Software Inc.'s TIBCO ActiveSpaces - Enterprise Edition: versions 4.4.0 through 4.9.0.

",[],[],"[[""cpe:2.3:a:tibco:activespaces:*:*:*:*:*:*:*:*""]]",TIBCO ActiveSpaces - Enterprise Edition,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:tibco:activespaces:*:*:*:*:*:*:*:*'}]}]",medium,4.4.0 <= version <= 4.9.0
CVE-2024-2182,"A flaw was found in the Open Virtual Network (OVN). In OVN clusters where BFD is used between hypervisors for high availability, an attacker can inject specially crafted BFD packets from inside unprivileged workloads, including virtual machines or containers, that can trigger a denial of service.",[],[],"[[""cpe:2.3:a:ovn_project:open_virtual_network:*:*:*:*:*:*:*:*""]]",Open Virtual Network (OVN),"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:ovn_project:open_virtual_network:*:*:*:*:*:*:*:*'}]}]",none,BFD_enabled && unprivileged_workload
